host_id,host_name,host_since,host_is_superhost,host_listings_count
21556779,,,,
43359006,Ryan And Angel,2015/09/04,f,3
43442543,Kendall,2015/09/05,f,1
5099885,Greg,2013/02/15,f,1
19747761,Crista,2015/09/06,f,1
21858618,Martin I.,2014/09/28,f,2
12306613,Cindy,2014/02/17,t,1
10797371,Darlene,2013/12/24,t,23
43594245,Rocky,2015/09/07,t,2
33604051,K,2015/05/17,t,1
43630700,Daniel,2015/09/07,f,1
2559238,Jessica,2012/06/05,f,0
43641216,Aaron,2015/09/08,f,1
8870363,Edgar,2013/09/16,f,1
43684411,David,2015/09/08,f,1
406787,Lauren,2011/02/23,f,1
7871415,Amira,2013/08/01,f,1
43768510,Dorothy,2015/09/09,f,1
43772214,Jennifer,2015/09/09,f,1
11067414,Yusaf & Sophia,2014/01/06,t,3
43894410,Nathan,2015/09/10,f,1
43899293,Clara,2015/09/10,f,1
43947463,Chris,2015/09/11,f,1
34137323,Heather,2015/05/24,f,1
43973265,Beverly,2015/09/11,f,1
38875285,Brian,2015/07/18,f,1
42209974,Matthew,2015/08/22,f,1
44033022,Taelor,2015/09/12,f,2
44042857,Hope,2015/09/12,t,4
14074351,Ryan,2014/04/09,f,1
25914657,Jon,2015/01/10,f,4
44001852,Heather,2015/09/12,f,1
3528446,Stephanie,2012/09/10,f,1
2559411,Jenni,2012/06/06,f,1
7901807,Kierstin,2013/08/02,f,1
25391455,Saba,2014/12/30,f,1
22815932,Eric,2014/10/21,f,1
2854509,Kevin,2012/07/06,t,1
44207918,David & Ellen,2015/09/14,t,1
44211423,Diamantina,2015/09/14,f,1
8761676,Kate,2013/09/10,f,1
44268331,Patrick,2015/09/15,t,1
44273172,Melody,2015/09/15,f,1
44284322,Michael,2015/09/15,f,1
44295408,Zac,2015/09/15,f,5
41966675,West,2015/08/19,f,1
39635493,Michael,2015/07/26,f,1
1727320,Dana,2012/02/09,t,1
28883139,Amanda,2015/03/06,f,2
44392109,Anthony,2015/09/17,t,1
44425359,Erika,2015/09/17,f,1
3566686,Sandy,2012/09/14,t,1
15495549,Jennifer,2014/05/13,f,1
26814956,Josh,2015/01/27,f,0
37191270,Cali,2015/06/30,f,3
36154575,Kaylee,2015/06/18,f,1
14968699,Amy,2014/05/01,f,1
24631514,Alfie,2014/12/08,f,1
43863800,Jewel,2015/09/10,f,1
44664003,Tobin,2015/09/20,t,5
44624392,Mercedes,2015/09/19,f,1
25405946,Harold,2014/12/30,f,1
13520055,John-Paxton,2014/03/25,f,1
44693902,Diana,2015/09/20,f,1
44697842,Lesly,2015/09/20,f,1
44708651,Shane,2015/09/20,t,1
44709352,Allan,2015/09/21,f,2
44709367,Tim,2015/09/21,f,1
27795608,Sara,2015/02/15,t,6
1336117,Lindsey,2011/10/25,f,1
44758534,Adam,2015/09/21,f,1
43049538,Lusi,2015/09/01,f,1
44787503,Rachel,2015/09/21,f,1
617885,Nick,2011/05/23,t,1
44799252,Chelsea,2015/09/21,f,1
7622095,Rechelle,2013/07/21,f,1
14952924,Charles,2014/05/01,t,1
39968903,Tess,2015/07/29,f,1
44843745,Jaime,2015/09/22,f,1
26877343,Ashley,2015/01/28,f,0
17557429,AnDrew,2014/07/02,f,1
22131445,Eva,2014/10/04,f,2
18008021,Nick,2014/07/12,f,0
575344,Gabe,2011/05/10,f,1
41005928,Jeff,2015/08/09,f,1
34878590,Kandice,2015/06/03,f,1
16906241,Jewel,2014/06/17,f,1
4872742,Jennifer,2013/01/27,f,2
44964555,Nathaniel,2015/09/23,f,2
209111,Dani,2010/08/22,f,1
1614775,Carly,2012/01/16,f,1
9057477,Nathan,2013/09/25,f,1
28874399,Anna,2015/03/06,f,1
21658198,James,2014/09/22,f,1
2300581,Funmi,2012/05/05,f,1
10338116,Colleen,2013/11/29,f,1
3752018,Gaby,2012/10/03,f,1
45156129,Matt,2015/09/26,t,2
11510738,Winnie,2014/01/21,f,1
45218472,Corine,2015/09/27,t,1
26009043,Ben,2015/01/12,f,1
45230741,Jon W,2015/09/27,f,1
10372106,Greer,2013/12/01,f,1
45236068,Khalil,2015/09/27,f,1
376350,Emily,2011/02/03,f,3
45293062,Ryan,2015/09/28,f,1
377618,Susan,2011/02/05,f,0
45294316,Shelby,2015/09/28,f,1
19337685,Tatiana,2014/08/02,f,1
45312111,Anna,2015/09/28,f,1
45316478,Megan,2015/09/28,f,1
45382082,Patrick,2015/09/29,f,1
45391172,Kyle,2015/09/29,f,1
45404324,Will,2015/09/29,f,1
11527596,Ryan,2014/01/21,f,1
3418526,Wade,2012/08/30,f,1
717474,Laurence,2011/06/19,f,1
27284207,Galla,2015/02/05,f,1
45486733,Claudia Biviana,2015/10/01,f,1
45515216,Misael,2015/10/01,t,1
45167697,Jacob,2015/09/26,f,1
4459107,CJ And Katie,2012/12/21,t,3
34549988,Lydia & Jorge,2015/05/29,f,3
45135751,Mike And Sue,2015/09/26,t,1
45465536,Christian,2015/09/30,f,1
6051328,Jason,2013/04/23,f,1
29893670,Karen,2015/03/23,f,4
45589755,Sunny,2015/10/02,t,2
45632267,Tyler,2015/10/03,f,1
45698007,Albert,2015/10/04,f,1
43712865,Rachel,2015/09/08,f,1
21222110,Kelly,2014/09/11,f,0
45853823,Oliver,2015/10/05,f,1
45870564,Destyni,2015/10/06,f,1
1717654,Elissa,2012/02/07,f,1
45922066,Robert,2015/10/06,f,1
1694112,Tre',2012/02/03,f,1
5076481,Evan,2013/02/13,f,1
25692010,Emily,2015/01/06,f,1
24590381,Mohit,2014/12/07,f,1
41856779,Clarissa,2015/08/18,f,2
870179,Bess,2011/07/26,f,1
19066380,Patrick,2014/07/28,f,1
21412692,Austin,2014/09/16,f,4
43546972,Guadalupe,2015/09/07,f,1
46498793,Cameron,2015/10/13,f,1
961119,Tanya,2011/08/12,f,1
8682748,Jamie,2013/09/07,f,1
46625583,David,2015/10/15,t,1
57928900,Steve,2016/02/08,f,1
46659535,Michael,2015/10/15,f,1
36454488,Ryan,2015/06/22,f,1
38364237,Susie,2015/07/13,t,1
24696735,Rafaella,2014/12/10,f,1
47051728,George,2015/10/20,f,2
45528944,Elizabeth,2015/10/01,f,2
37901368,Marguerite,2015/07/08,f,1
47215701,Matt,2015/10/22,f,2
47241828,Bambi,2015/10/23,f,1
47320323,Tina,2015/10/24,f,1
25957347,Ben,2015/01/11,f,1
47551467,Jordan,2015/10/27,f,1
43733769,Jonathan,2015/09/08,f,1
47585967,Keith & Tim,2015/10/27,t,1
528432,Michael,2011/04/22,f,1
23278164,Nicole,2014/11/03,f,1
11885739,Avery,2014/02/02,f,1
47723691,Breanna M,2015/10/29,f,1
17211071,Matthew,2015/10/30,f,1
47828547,Katherine,2015/10/31,t,1
26331707,Lindsey,2015/01/19,f,1
47996376,Matthew,2015/11/02,f,1
11676267,Vritti,2014/01/27,f,1
5837383,Rebecca,2013/04/08,f,1
17561294,Joseph,2014/07/02,t,4
486482,Karen,2011/04/05,f,1
30006269,April,2015/03/25,f,3
48114592,Matthew,2015/11/04,f,1
45464679,Michael,2015/09/30,f,1
48294088,Adrienne,2015/11/05,f,1
48301830,Steve,2015/11/06,f,1
47031031,Chris,2015/10/20,f,2
48716678,Zack,2015/11/10,f,1
48724694,Jessah,2015/11/10,t,1
48775192,Erica,2015/11/11,t,2
48786932,Jan,2015/11/11,f,1
530605,Neil,2011/04/23,f,0
48882601,Kevin And Mindy,2015/11/12,f,1
13275959,Michelle,2014/03/18,f,1
32574444,Ty,2015/05/04,t,1
49094278,Feng,2015/11/15,f,1
32294588,William,2015/04/30,f,1
49137440,Josh,2015/11/16,f,1
40711535,Marilyn,2015/08/06,t,2
4036652,Caleb,2012/11/01,f,1
49189097,Lindsey,2015/11/16,f,1
43354882,Chandler,2015/09/04,t,1
23045621,Stacie,2014/10/27,f,1
32863211,Ellen,2015/05/07,t,1
49363325,Anaiah,2015/11/18,f,1
49427291,Ali,2015/11/19,t,1
49496024,Esther,2015/11/20,f,1
8144974,Jerry,2013/08/13,f,1
49943144,Thomas,2015/11/26,t,1
19601593,Chris,2014/08/06,f,1
50026759,Bing,2015/11/27,f,1
50060740,Amy,2015/11/28,t,2
41116389,Citrine M,2015/08/11,f,1
50214619,Ames,2015/11/30,f,9
37891014,Christopher,2015/07/08,t,5
50305766,Anabel,2015/12/01,f,1
50389369,Ari,2015/12/02,f,1
16171440,Sharon,2014/05/30,f,1
30376995,Leah,2015/03/31,f,1
14860230,Shayna,2014/04/28,f,1
429781,Michelle,2011/03/08,f,1
21218778,Adan,2014/09/11,f,1
50695244,John,2015/12/06,t,3
50927639,Thomas,2015/12/09,f,1
25011907,Marcela,2014/12/19,f,1
31718693,Caroline,2015/04/22,f,1
25475005,Hobie And Catie,2015/01/01,f,1
51063927,Bo,2015/12/11,f,1
51015159,Megan,2015/12/10,f,1
7164229,Abbey,2013/06/28,f,1
43085325,Meg,2015/09/01,f,1
51142362,Brent,2015/12/12,f,1
51223759,Arielle,2015/12/13,f,1
2891586,M.,2012/07/10,f,1
51312049,Kathy,2015/12/14,f,1
11366463,Paige,2014/01/16,f,1
45934706,Jamie,2015/10/06,f,1
49173080,Eddie,2015/11/16,t,1
23262800,Shelby,2014/11/02,f,3
50671207,Rachel,2015/12/06,f,5
3739663,Jennifer,2012/10/02,f,1
51809476,Dao,2015/12/20,t,4
12810791,Igor,2014/03/04,f,2
52674973,Thomas,2015/12/29,f,2
14484953,Lindsay,2014/04/19,f,2
52799452,Greg,2015/12/30,f,1
16754082,Stephanie,2014/06/13,f,1
44487,C.,2009/10/08,t,2
27784340,Jacqueline,2015/02/15,f,1
48201503,Lela,2015/11/04,f,1
7388171,Sheryl,2013/07/09,f,1
282993,Kirsche,2010/11/10,f,1
2732018,Nicole,2012/06/24,f,1
53050732,Danielle,2016/01/02,f,1
32089957,Claudia,2015/04/27,t,2
8095280,Brent,2013/08/11,t,1
32703998,Avery,2015/05/05,f,1
3867072,Doug,2012/10/14,t,3
53742919,Harold,2016/01/07,f,1
53772421,Austin,2016/01/07,f,2
52192726,John,2015/12/24,f,1
4741751,Anita,2013/01/17,t,1
53842596,Marianne,2016/01/08,f,1
15522934,Kent,2014/05/14,t,2
18409381,Jesse,2014/07/19,f,2
19632571,Ann,2014/08/07,f,1
15737271,Jared & Alyssa,2014/05/19,t,1
54144753,James,2016/01/10,f,0
54232654,Elle,2016/01/11,f,1
28639479,William,2015/03/02,f,1
9813197,Michael,2013/11/04,f,1
4123704,Heather,2012/11/11,f,1
53649181,Lucero,2016/01/07,f,1
979144,Ryan,2011/08/16,t,2
579505,Jake,2011/05/11,f,1
54395501,Paige,2016/01/12,f,1
23049102,Byron,2014/10/27,f,1
54517625,Charles,2016/01/13,f,1
54530393,Amber,2016/01/13,f,1
54559247,Justin,2016/01/13,t,1
54562024,Tracey,2016/01/13,t,1
33835502,Erick,2015/05/20,f,1
54613376,Bruce,2016/01/14,t,1
8135438,Tina,2013/08/13,f,1
54651535,Dan,2016/01/14,f,1
54730910,Sherri,2016/01/15,f,1
54743412,Leslie,2016/01/15,t,1
30504812,Annie,2015/04/02,f,1
11162776,Debbie,2014/01/09,f,1
27653528,Rachel + Melissa,2015/02/12,f,0
3506051,Samuel,2012/09/08,f,1
54882601,Justin,2016/01/16,f,1
54997341,Lori,2016/01/17,f,1
54916564,Melissa,2016/01/16,f,1
53170299,Catherine,2016/01/03,f,1
7056952,Dave,2013/06/22,f,1
37921712,Rob,2015/07/08,t,3
55280264,Tj,2016/01/19,f,1
55293498,Hannah,2016/01/19,f,1
55324539,Natalie,2016/01/19,f,1
12683426,Kim,2014/03/01,t,1
17333333,Kate,2014/06/27,t,2
18795513,Zachary,2014/07/24,t,1
4690405,Andrea,2013/01/13,t,1
55433086,Claudia,2016/01/20,f,1
55440418,Molly,2016/01/20,f,1
10711535,Arielle,2013/12/19,f,1
36638083,Matt,2015/06/24,f,1
22899175,Jacob,2014/10/23,f,1
9013446,Cindy,2013/09/23,f,2
27903197,Zak,2015/02/17,f,1
3887277,Kevin,2012/10/16,f,1
14209173,Erin & Greg,2014/04/12,t,1
55697755,David,2016/01/22,f,1
46559828,Mark,2015/10/14,t,1
12702263,Jake,2014/03/01,f,1
55798574,Roy,2016/01/23,f,1
5732418,Alvin (Maurice),2013/04/02,f,1
38404057,Dan,2015/07/13,f,1
55896399,Satish,2016/01/24,t,1
4718408,Dave,2013/01/15,f,1
22681717,Beth,2014/10/18,t,2
9929543,Amelia & José,2013/11/10,f,1
56049691,Stavros,2016/01/25,f,1
56053470,Chia,2016/01/25,t,1
31145479,Michael,2015/04/13,f,2
2909602,Greg,2012/07/11,f,1
1352849,Shanti,2011/10/30,f,1
56235113,Robin,2016/01/26,f,1
56249709,Brent,2016/01/26,t,1
9104957,Santiago,2013/09/28,f,3
2279694,Tyler,2012/05/03,f,1
9224873,Brian,2013/10/04,f,1
18262716,Olga,2014/07/17,f,1
56481963,Barbara,2016/01/28,f,1
539806,Inti,2011/04/27,t,2
56499420,Alberto,2016/01/28,f,1
56527283,Shonda,2016/01/28,t,3
56533216,Barbra,2016/01/28,f,1
56535868,Makenzie,2016/01/28,f,1
1513674,David,2011/12/17,f,1
8208354,Maria,2013/08/16,t,1
28048764,Jessa,2015/02/20,t,1
55676662,Mauricio,2016/01/22,f,1
22660327,Deirdre,2014/10/17,f,1
17344059,Julian,2014/06/27,f,1
56754307,Ed,2016/01/30,f,1
56845619,Aimee,2016/01/31,t,2
56849948,Deborah,2016/01/31,t,2
7342564,Jana,2013/07/07,f,2
1821922,Nicole,2012/02/27,f,1
26608157,Jessica,2015/01/24,f,1
56983132,Greg,2016/02/01,f,1
56896716,Ty,2016/01/31,f,1
27665204,Eric,2015/02/12,f,1
12949572,Joseph And Megan,2014/03/09,t,3
588319,Kevin,2011/05/14,f,1
48200260,Chelsea,2015/11/04,f,1
28425308,Carly,2015/02/26,f,1
34611824,Shannon,2015/05/30,f,2
37837680,Joan,2015/07/07,t,3
57156016,Olivia,2016/02/02,f,1
4183558,Bryant,2012/11/18,f,1
57194944,Kelly,2016/02/02,f,1
3600282,Joel,2012/09/18,f,2
6415315,Pam,2013/05/15,t,3
57411360,Lauri,2016/02/04,f,1
57446340,Corey,2016/02/04,f,1
4947634,Matt,2013/02/03,f,1
16759740,JohnWayne,2014/06/13,f,2
9373334,Hannah,2016/02/06,f,1
9248890,Warren,2013/10/05,f,0
57645242,Ann,2016/02/06,t,1
5429173,Olivia,2013/03/12,f,1
57648538,Christy,2016/02/06,f,1
4450438,Jt,2012/12/20,t,2
57656956,Jung,2016/02/06,f,1
57662741,Sean,2016/02/06,f,1
36451568,Peter,2015/06/22,t,1
11965574,Joy,2014/02/05,f,1
57674114,Brad,2016/02/06,f,1
57688084,Alex,2016/02/06,f,1
4979807,Liz,2013/02/05,t,1
57729844,Meghan,2016/02/07,f,1
6365929,Bernard,2013/05/13,f,1
57171134,Kelley,2016/02/02,t,1
782830,Rolando,2011/07/05,t,1
57799887,Chris,2016/02/07,f,1
19914010,Shannon,2014/08/12,f,1
57885304,Alden & Barbara,2016/02/08,f,1
57903036,Bianca,2016/02/08,f,1
13841299,Tania,2014/04/03,f,1
2325690,Ryan,2012/05/08,t,1
1794383,Elizabeth,2012/02/22,t,1
50246570,John,2015/11/30,f,1
29063263,Elle,2015/03/09,f,2
16931790,Ashley,2014/06/18,f,1
16425543,Anna,2015/05/27,f,1
29918941,John,2015/03/24,f,1
50331577,Amanda,2015/12/01,f,1
1195175,Elizabeth,2011/09/22,f,1
58095186,Shea,2016/02/09,f,1
58104709,Brian,2016/02/09,f,1
58171526,Madison,2016/02/10,f,1
58199807,Jeff,2016/02/10,f,1
58202283,Melissa,2016/02/10,f,1
13836575,Bryan,2014/04/02,f,1
791308,Tk,2011/07/07,f,2
58230241,Kasi,2016/02/10,f,1
1603324,Phil,2012/01/13,f,1
58350294,Jill,2016/02/11,f,1
32592406,Mark,2015/05/04,f,2
58365413,Ed,2016/02/11,t,1
11894491,Genny,2014/02/03,f,1
58386783,John,2016/02/11,t,1
26389845,Felipe,2015/01/20,f,3
26683428,Riley & Tony,2015/01/25,f,1
58474262,Katherine,2016/02/12,f,1
58475050,Carrie,2016/02/12,f,1
24516340,Andy,2014/12/05,f,23
58479162,Emily,2016/02/12,f,1
956485,Dee,2011/08/11,f,1
20004520,Astra,2014/08/14,f,1
636807,Caroline,2011/05/28,f,1
1704374,Matt,2012/02/05,f,2
5831098,Ravi,2013/04/08,f,1
58648378,Amber,2016/02/13,f,1
13410816,Mandi,2014/03/22,f,1
2712170,Jake,2012/06/22,f,1
58739366,Jennifer,2016/02/14,f,1
76152,Taylor,2010/02/01,f,0
29602356,Will,2015/03/18,f,1
15897554,Eugenia,2014/05/23,f,1
58776805,Ariana,2016/02/14,f,1
58095597,Daniele,2016/02/09,f,1
58872156,Cindy & James,2016/02/15,f,1
58871402,Michelle,2016/02/15,f,1
5210072,Lara,2013/02/24,f,1
59004821,Leslie,2016/02/16,f,1
34924363,Whitney,2015/06/03,f,1
44946029,Kara,2015/09/23,f,1
10761465,Megan,2013/12/22,f,1
52746810,Yash,2015/12/30,f,1
43301105,Willie,2015/09/03,f,1
59086855,Adrienne,2016/02/16,f,1
59089695,Christi,2016/02/16,f,1
59111874,Mike,2016/02/17,f,1
413922,Christa,2011/02/28,f,1
53432471,Byron,2016/01/05,f,1
2308662,Jean-Pierre,2012/05/06,f,1
11528820,Morgan,2014/01/22,f,1
59245152,Tara,2016/02/17,f,1
10368010,Russell And Alli,2013/12/01,f,1
1833254,Leyla,2012/02/29,t,1
23072158,Denise,2014/10/28,t,4
45235446,Andrew,2015/09/27,t,1
59349541,Ryan,2016/02/18,f,1
59365734,Jeremy,2016/02/18,f,1
31367208,Teresa,2015/04/16,f,1
47862731,Marga,2015/10/31,f,3
59452947,Gabriel,2016/02/19,f,1
23015320,Alex,2014/10/27,f,1
4944823,Kelly,2013/02/03,t,2
17436788,Bay,2014/06/30,t,1
15403953,Ankita,2014/05/12,f,1
44887644,Chris,2015/09/22,t,4
5854631,Sam,2013/04/09,f,1
59646051,Judy,2016/02/20,f,1
39283850,Eva,2015/07/22,f,1
59503394,Amy,2016/02/19,f,1
30294505,David,2015/03/30,f,1
58893839,E,2016/02/15,f,1
45762758,Karenin,2015/10/04,t,1
59839524,Suzanne,2016/02/22,t,1
7835438,Marly,2013/07/30,f,1
28790288,Benjamin,2015/03/05,f,1
969988,Neal,2011/08/14,t,1
21083462,Kate,2014/09/08,f,1
59921010,Rahim,2016/02/22,f,2
59923338,Parker,2016/02/22,f,1
11725098,Colin,2014/01/28,f,1
24269490,Jeremy,2014/11/28,f,1
59950268,Krista,2016/02/22,f,1
2427880,Geoffrey,2012/05/21,f,1
44118034,Taylor,2015/09/13,f,1
21336770,Anna,2014/09/14,f,1
22682189,Kyle,2014/10/18,f,0
33400549,Michael,2015/05/14,f,1
55682742,Chris,2016/01/22,f,1
22781129,Yanlong,2014/10/20,f,1
11739563,Barrett,2016/02/23,f,1
59999983,Majd,2016/02/23,f,1
34049870,Jacqueline,2015/05/23,t,2
60013204,Patrick,2016/02/23,t,2
15300240,Landon,2014/05/09,f,1
60062523,Katherine,2016/02/23,f,1
11334028,Janie,2016/02/23,f,2
29899144,Jaime,2015/03/24,f,1
60104605,Mesgana,2016/02/23,f,1
1822553,Gabriel,2012/02/27,f,1
2574049,Joe,2012/06/07,f,2
60112823,Alice,2016/02/23,t,3
60115389,Naun,2016/02/23,f,1
1491322,David & Laura,2011/12/10,f,1
35085940,Taylor,2015/06/05,f,1
2315843,John,2012/05/07,t,1
60211981,Daniel,2016/02/24,f,1
110956973,Teri,2017/01/11,f,1
5564667,Mel,2013/03/21,f,2
60257763,Michelle,2016/02/24,f,1
31720074,Chin,2015/04/22,f,1
44362649,Tiffany,2015/09/16,f,1
60265516,Teresa,2016/02/24,f,1
60299579,Katie,2016/02/25,f,1
9128538,Marguerete,2013/09/29,t,1
5993036,Avery,2013/04/19,t,1
17454664,Lauri,2014/06/30,t,1
28076452,Jeremy,2015/02/21,f,1
60402827,Wayne,2016/02/25,f,1
60376839,Jessica,2016/02/25,f,1
9368547,Nick,2013/10/11,f,1
6164267,Sasha,2013/04/30,f,1
60511323,Christopher,2016/02/26,f,1
31148752,TurnKey,2015/04/13,f,3
6601642,Lisa,2013/05/27,f,1
60517754,Thomas,2016/02/26,f,1
60532572,Christopher,2016/02/26,f,1
33684293,Jason,2015/05/18,f,1
9268885,Julie And Tony,2013/10/06,t,1
60639530,Rindi,2016/02/27,f,3
24863724,Lewis,2014/12/15,f,1
60653256,Lisa,2016/02/27,f,1
5216397,Kelly,2013/02/24,f,1
60687947,Ana & Caesar,2016/02/27,f,1
34442751,Alice,2015/05/28,f,1
60752405,Amanda,2016/02/28,f,1
57528373,Cristina,2016/02/05,f,1
59895465,Siddharth,2016/02/22,f,1
60775200,George,2016/02/28,f,1
43263982,Lindsay,2015/09/03,f,1
60778342,Samantha,2016/02/28,f,2
59894416,James,2016/02/22,t,2
2038568,Kat,2012/03/30,f,1
60814153,John,2016/02/28,f,1
46218652,Alan Battle,2015/10/10,f,1
18988973,Colleen,2014/07/27,f,1
46934255,Tod,2015/10/19,t,4
12033483,Tess,2014/02/07,f,1
60848269,Emily,2016/02/29,f,1
22215558,Carmen,2014/10/06,f,1
31814673,Eric,2015/04/23,f,1
39982620,Stephen,2015/07/30,f,1
60947359,Farrah,2016/02/29,f,1
60961173,Werner,2016/02/29,f,1
55148310,Ross,2016/01/18,f,1
61009385,Guy,2016/02/29,f,1
61011394,Asif,2016/02/29,f,1
24033236,Seth,2014/11/22,f,1
34198754,David,2015/05/25,f,1
54051129,Sean,2016/01/10,f,1
60544604,Emily,2016/02/26,f,1
25434749,Nick,2014/12/31,f,1
61138321,David,2016/03/01,f,1
30215649,Jake,2015/03/29,f,1
600018,Lorie,2011/05/18,t,1
61234909,Harsh,2016/03/02,f,1
15475211,Jacek,2014/05/13,f,1
25773254,Phillip,2015/01/07,f,1
60961516,Naomi,2016/02/29,f,1
26356604,Grey,2015/01/19,f,1
3221544,Ellen,2012/08/10,f,1
61294042,Lance,2016/03/02,f,1
60126667,Patrice & Daniel,2016/02/23,t,1
60289088,Caroline,2016/02/24,f,1
1685078,Joe,2012/02/01,f,1
25118695,Jose,2014/12/23,f,1
58054957,Mark,2016/02/09,f,1
61352125,Juan,2016/03/03,f,1
17926381,Chad,2016/01/11,f,1
61396508,Jason,2016/03/03,f,1
61396304,Jacob,2016/03/03,f,2
61413784,Rt,2016/03/03,f,2
16429084,Amy,2014/06/05,f,0
61437535,Herbert,2016/03/03,f,1
61444064,Estee,2016/03/03,f,1
61446169,Mike,2016/03/03,f,1
61451868,Kathleen,2016/03/03,f,1
44959890,Ryan,2015/09/23,f,1
1745138,Anne-Marie,2016/03/03,f,1
5651045,Melissa,2013/03/27,f,1
26766084,Jeremy,2015/01/26,t,1
61529033,Erica,2016/03/04,f,1
1252700,Dani,2011/10/05,f,1
61550181,Megan,2016/03/04,f,1
17280993,Darby,2014/06/26,f,1
61552413,Ellice,2016/03/04,f,1
11770384,Christine,2014/01/29,f,1
61558880,Airbnb,2016/03/04,f,1
57449603,Sven,2016/02/04,f,1
61570669,Zach,2016/03/04,f,1
42949975,Desmond,2015/08/30,f,1
61634764,Cheryl,2016/03/05,t,1
13275832,Matt,2014/03/18,f,1
61675973,Etzel,2016/03/05,f,1
61550738,Sai,2016/03/04,f,1
61702435,Chris,2016/03/05,f,1
16135281,Kristin,2014/05/29,f,1
61773205,Gwenneth,2016/03/06,f,1
17330942,Mike,2014/06/27,f,1
61813031,Sean,2016/03/06,f,1
61849256,Muzammal,2016/03/06,f,1
61857079,Sarah Margaret,2016/03/06,f,1
4587817,Brandon,2013/01/04,f,1
61885645,Margaret,2016/03/07,f,2
61890252,Brittany,2016/03/07,f,1
61932882,Virgil,2016/03/07,f,2
61959031,Jonathan,2016/03/07,f,1
61413845,Melanie,2016/03/03,f,1
53475048,Todd,2016/01/05,f,1
3109970,Tara,2012/07/31,f,1
12603323,Calandra,2014/02/26,f,2
62016662,Sophie,2016/03/07,f,1
62015655,Joshua,2016/03/07,f,1
52143085,Germain,2015/12/24,f,1
62028143,Ford,2016/03/07,f,1
47193349,Junior,2015/10/22,f,2
24952920,Allison,2014/12/17,f,1
916807,Melissa,2011/08/03,f,2
62039139,John,2016/03/07,f,1
33940241,John,2015/05/21,f,1
62040524,Jon,2016/03/07,f,2
59830338,James,2016/02/21,f,2
5216130,Paul,2013/02/24,f,1
37837993,Kerstin,2015/07/07,f,1
62125695,Reed,2016/03/08,f,1
38173633,Sierra,2015/07/11,f,1
31980589,Neal,2015/04/26,f,1
62150721,David,2016/03/08,f,1
32094571,Christopher,2015/04/28,f,1
49880057,Jodi,2015/11/25,f,1
62168641,Kate,2016/03/08,f,1
55475106,Michelle,2016/01/20,f,1
3097240,Mandy,2012/07/30,f,1
32167975,Regina And Izzy,2015/04/29,t,1
62301232,Randal,2016/03/09,f,1
62302731,Haley,2016/03/09,f,1
62315111,Ibis,2016/03/09,f,1
11019119,Rahul,2014/01/04,f,2
62317929,Angela,2016/03/09,t,2
17748911,Carl,2014/07/07,f,1
62332236,Adrian And Alisha,2016/03/09,f,1
62338471,Tim,2016/03/09,f,1
62319561,Jessica,2016/03/09,f,1
62396855,Cassidy,2016/03/10,f,1
5403827,Whitney,2013/03/10,f,1
50317936,Eugene,2015/12/01,f,1
62435820,Nancy,2016/03/10,f,1
46456070,Shannon,2015/10/13,f,1
7808052,Nathanial,2013/07/29,f,1
5292093,Ashley,2013/03/02,f,1
62466590,Alex,2016/03/10,f,1
62470768,Angela,2016/03/10,f,1
3954783,Andie & Lauren,2012/10/23,f,2
35092028,Jobelle,2015/06/05,f,1
36806644,Peter,2015/06/26,f,1
38689128,Arif,2015/07/16,f,2
62570293,Sean,2016/03/11,f,1
62664068,Joseph,2016/03/12,f,1
62685522,Rob,2016/03/12,f,1
24269002,Natalie,2014/11/28,f,1
62713045,Lisa,2016/03/13,f,1
9034012,Aj,2013/09/24,f,2
56990893,Jonathan,2016/02/01,t,1
62926106,Guy,2016/03/14,f,17
62941582,Ryan,2016/03/14,f,1
62958386,Matthew,2016/03/14,f,3
63016434,Namrata,2016/03/15,f,1
658649,Alyssa,2011/06/02,f,1
17871651,Michelle,2016/02/01,t,1
39516444,Vinayak,2015/07/25,f,1
38394332,James,2015/07/13,t,1
20626905,Jonathan,2014/08/27,f,1
62353700,Marianna,2016/03/10,f,1
63102811,Bryan,2016/03/15,f,1
63378795,Michelle,2016/03/17,f,1
63398088,Nathan,2016/03/17,f,1
1795246,Ingrid,2016/03/18,t,1
24693407,Aneesha,2014/12/10,f,1
3124528,Meme,2012/08/01,f,1
4240498,Kelley,2012/11/25,t,1
35613445,Li,2015/06/12,f,1
1404731,Daniel,2011/11/14,t,6
2439429,Jimmy,2012/05/22,f,0
395204,Brenda,2011/02/16,f,1
64478633,Mark,2016/03/25,f,1
65084092,Katie,2016/03/30,f,1
65103763,Hil,2016/03/30,f,1
65115560,Chris,2016/03/30,f,1
65302307,Hamed,2016/04/01,f,0
7593559,Evan,2013/07/19,f,1
59986405,Karina,2016/02/22,f,1
2006749,Jenny & Tom,2012/03/25,t,3
17573742,Nathaniel,2015/12/08,f,1
66248880,Ted,2016/04/07,f,1
5287385,Ben,2013/03/02,f,1
14207302,John,2014/04/12,t,1
36458052,Brianna,2015/06/22,f,1
30471696,Luis,2015/04/02,f,2
24488398,Robert,2014/12/04,f,1
731401,Jennifer,2011/06/22,t,3
66363757,Ben,2016/04/08,f,3
34631179,Manny,2015/05/31,f,1
27841769,Macie,2015/02/16,f,1
22014033,Brad,2014/10/01,f,1
31539546,Mohamed,2015/04/19,f,1
